event_id,game,platform,player_id,play_time,timestamp
10595,Spider-Man 2,PS4,6237,199,2025-10-01 20:31:46
10596,Spider-Man 2,PS5,8252,43,2025-10-01 08:23:16
10597,FIFA 25,PS5,7681,188,2025-10-01 05:18:18
10598,Call of Duty,PS4,4329,55,2025-10-01 18:59:52
10599,Horizon Zero Dawn,PS5,8617,106,2025-10-01 20:58:04
10600,GTA V,PS4,1908,112,2025-10-01 13:39:46
10601,Call of Duty,PS4,4585,97,2025-10-01 22:47:09
10602,Call of Duty,PS5,7005,191,2025-10-01 17:11:55
10603,God of War,PS4,8839,175,2025-10-01 10:32:18
10604,Call of Duty,PS5,1463,237,2025-10-01 01:40:42
10605,Horizon Zero Dawn,PS5,7103,248,2025-10-01 17:50:01
10606,FIFA 25,PS5,6208,18,2025-10-01 02:58:09
10607,Call of Duty,PS5,7066,120,2025-10-01 00:46:12
10608,God of War,PS4,7926,239,2025-10-01 13:48:06
10609,GTA V,PS5,5860,282,2025-10-01 21:26:36
10610,God of War,PS5,7650,28,2025-10-01 01:19:54
10611,FIFA 25,PS4,5397,138,2025-10-01 03:30:57
10612,FIFA 25,PS5,7090,129,2025-10-01 15:41:33
10613,Spider-Man 2,PS4,3571,155,2025-10-01 02:38:56
10614,FIFA 25,PS4,2106,5,2025-10-01 17:12:41
10615,Spider-Man 2,PS5,5422,182,2025-10-01 07:17:18
10616,Horizon Zero Dawn,PS4,5629,104,2025-10-01 07:47:13
10617,Call of Duty,PS5,8442,252,2025-10-01 17:16:37
10618,GTA V,PS5,7224,72,2025-10-01 02:37:34
10619,GTA V,PS4,5715,84,2025-10-01 16:33:04
10620,Horizon Zero Dawn,PS4,8072,268,2025-10-01 07:22:34
10621,GTA V,PS5,2194,255,2025-10-01 13:19:36
10622,GTA V,PS5,4889,90,2025-10-01 08:02:51
10623,Horizon Zero Dawn,PS4,5929,51,2025-10-01 10:22:40
10624,God of War,PS4,7588,137,2025-10-01 18:56:43
10625,FIFA 25,PS4,6810,88,2025-10-01 20:07:11
10626,God of War,PS5,6357,159,2025-10-01 18:35:22
10627,Call of Duty,PS5,5190,291,2025-10-01 02:51:17
10628,Horizon Zero Dawn,PS4,9347,44,2025-10-01 23:32:17
10629,Call of Duty,PS4,7931,241,2025-10-01 17:00:12
10630,FIFA 25,PS5,1113,80,2025-10-01 12:21:56
10631,Horizon Zero Dawn,PS5,6068,250,2025-10-01 02:58:32
10632,Horizon Zero Dawn,PS5,7419,119,2025-10-01 05:20:40
10633,Call of Duty,PS5,2107,33,2025-10-01 20:18:38
10634,God of War,PS5,7104,199,2025-10-01 04:44:10
10635,FIFA 25,PS5,7141,223,2025-10-01 12:35:21
10636,Call of Duty,PS4,8522,86,2025-10-01 11:42:35
10637,Spider-Man 2,PS5,8684,264,2025-10-01 05:55:53
10638,Horizon Zero Dawn,PS5,6461,243,2025-10-01 00:29:10
10639,Spider-Man 2,PS4,8208,5,2025-10-01 21:34:52
10640,Call of Duty,PS4,2354,120,2025-10-01 05:55:12
10641,God of War,PS5,2939,10,2025-10-01 13:16:47
10642,Horizon Zero Dawn,PS5,4980,207,2025-10-01 17:52:33
10643,FIFA 25,PS4,8595,87,2025-10-01 23:04:36
10644,Call of Duty,PS4,6934,242,2025-10-01 13:44:32
10645,GTA V,PS5,6860,194,2025-10-01 04:40:43
10646,FIFA 25,PS5,5721,68,2025-10-01 22:17:10
10647,Spider-Man 2,PS5,9761,224,2025-10-01 02:12:43
10648,FIFA 25,PS5,1951,279,2025-10-01 03:02:54
10649,FIFA 25,PS4,8486,254,2025-10-01 12:57:42
10650,Spider-Man 2,PS4,6006,288,2025-10-01 13:11:42
10651,FIFA 25,PS5,8923,177,2025-10-01 00:44:43
10652,God of War,PS5,1223,200,2025-10-01 08:54:26
10653,Spider-Man 2,PS4,7022,247,2025-10-01 09:01:55
10654,FIFA 25,PS4,6984,244,2025-10-01 08:12:43
10655,Spider-Man 2,PS4,6067,124,2025-10-01 10:44:04
10656,GTA V,PS4,1836,199,2025-10-01 21:02:06
10657,Horizon Zero Dawn,PS5,3757,279,2025-10-01 23:48:12
10658,Call of Duty,PS4,1210,5,2025-10-01 09:09:45
10659,Spider-Man 2,PS4,5056,212,2025-10-01 14:52:57
10660,Call of Duty,PS4,7519,100,2025-10-01 14:09:42
10661,Horizon Zero Dawn,PS5,5672,138,2025-10-01 21:10:25
10662,Call of Duty,PS5,3892,5,2025-10-01 04:49:28
10663,Spider-Man 2,PS4,7232,195,2025-10-01 14:58:33
10664,GTA V,PS5,6896,265,2025-10-01 13:51:05
10665,GTA V,PS5,6752,30,2025-10-01 06:33:29
10666,God of War,PS5,6515,69,2025-10-01 00:01:27
10667,FIFA 25,PS5,5739,163,2025-10-01 13:28:35
10668,Spider-Man 2,PS5,5332,156,2025-10-01 18:54:21
10669,GTA V,PS5,1068,39,2025-10-01 18:34:28
10670,Horizon Zero Dawn,PS5,1950,138,2025-10-01 12:17:04
10671,Spider-Man 2,PS5,2214,224,2025-10-01 09:32:56
10672,Horizon Zero Dawn,PS4,1189,13,2025-10-01 13:35:06
10673,God of War,PS5,3317,95,2025-10-01 07:21:55
10674,GTA V,PS5,8843,116,2025-10-01 16:26:34
10675,Horizon Zero Dawn,PS4,5856,138,2025-10-01 16:28:45
10676,GTA V,PS4,2964,178,2025-10-01 21:28:35
10677,FIFA 25,PS5,2625,44,2025-10-01 20:14:49
10678,Spider-Man 2,PS4,8572,38,2025-10-01 05:09:07
10679,FIFA 25,PS4,1186,290,2025-10-01 06:09:32
10680,Spider-Man 2,PS5,2257,124,2025-10-01 14:03:51
10681,FIFA 25,PS5,8988,147,2025-10-01 07:42:47
10682,Horizon Zero Dawn,PS5,2274,226,2025-10-01 11:55:11
10683,God of War,PS5,3318,41,2025-10-01 04:01:37
10684,GTA V,PS4,9153,136,2025-10-01 11:05:12
10685,GTA V,PS5,3553,79,2025-10-01 05:32:45
10686,GTA V,PS5,2669,31,2025-10-01 04:22:37
10687,Call of Duty,PS5,8492,18,2025-10-01 02:21:46
10688,Call of Duty,PS4,3371,255,2025-10-01 01:36:58
10689,God of War,PS4,3873,146,2025-10-01 04:56:41
10690,Spider-Man 2,PS5,5502,73,2025-10-01 17:47:23
10691,Spider-Man 2,PS5,9292,200,2025-10-01 11:30:25
10692,God of War,PS4,3686,169,2025-10-01 09:33:47
10693,GTA V,PS5,1469,113,2025-10-01 08:23:16
10694,Horizon Zero Dawn,PS4,1987,106,2025-10-01 10:24:34
10695,God of War,PS5,9439,211,2025-10-01 02:44:34
10696,Spider-Man 2,PS4,4588,20,2025-10-01 00:16:01
10697,Call of Duty,PS5,8142,153,2025-10-01 14:16:15
10698,God of War,PS4,8717,269,2025-10-01 15:52:15
10699,Horizon Zero Dawn,PS4,1683,247,2025-10-01 16:57:05
10700,God of War,PS4,2963,109,2025-10-01 07:16:20
10701,FIFA 25,PS4,5321,211,2025-10-01 02:17:26
10702,Horizon Zero Dawn,PS5,1710,97,2025-10-01 08:13:26
10703,Call of Duty,PS4,8202,94,2025-10-01 07:09:00
10704,Call of Duty,PS4,6126,83,2025-10-01 04:30:31
10705,Call of Duty,PS5,7102,241,2025-10-01 00:06:56
10706,GTA V,PS5,6344,163,2025-10-01 01:57:57
10707,GTA V,PS5,8972,113,2025-10-01 07:44:18
10708,God of War,PS4,1535,37,2025-10-01 13:55:08
10709,Spider-Man 2,PS5,1281,134,2025-10-01 19:30:33
10710,God of War,PS4,4282,92,2025-10-01 21:53:15
10711,Spider-Man 2,PS5,4834,294,2025-10-01 00:12:35
10712,GTA V,PS5,4524,264,2025-10-01 07:45:37
10713,GTA V,PS4,1003,21,2025-10-01 16:22:26
10714,Spider-Man 2,PS4,8777,253,2025-10-01 11:58:38
10715,FIFA 25,PS5,6636,276,2025-10-01 20:49:40
10716,Spider-Man 2,PS4,5119,217,2025-10-01 00:46:02
10717,Call of Duty,PS4,5956,74,2025-10-01 01:03:08
10718,Horizon Zero Dawn,PS4,6113,218,2025-10-01 14:26:01
10719,Spider-Man 2,PS5,8244,116,2025-10-01 16:59:45
10720,FIFA 25,PS4,7391,75,2025-10-01 23:27:59
10721,Horizon Zero Dawn,PS5,7186,141,2025-10-01 01:47:21
10722,FIFA 25,PS4,7617,187,2025-10-01 00:32:54
10723,God of War,PS5,1612,85,2025-10-01 01:08:29
10724,GTA V,PS5,4005,186,2025-10-01 22:59:47
10725,God of War,PS4,8592,144,2025-10-01 15:11:02
10726,FIFA 25,PS4,6626,296,2025-10-01 00:19:37
10727,Horizon Zero Dawn,PS5,9339,147,2025-10-01 14:24:22
10728,GTA V,PS4,4314,40,2025-10-01 11:09:07
10729,GTA V,PS4,4356,261,2025-10-01 08:36:17
10730,God of War,PS5,1487,96,2025-10-01 10:37:54
10731,God of War,PS4,7161,87,2025-10-01 11:19:27
10732,God of War,PS4,3941,185,2025-10-01 21:00:51
10733,Horizon Zero Dawn,PS4,1281,238,2025-10-01 05:18:39
10734,Call of Duty,PS4,8156,122,2025-10-01 06:50:10
10735,God of War,PS5,8757,34,2025-10-01 03:24:04
10736,GTA V,PS4,3816,218,2025-10-01 08:37:40
10737,God of War,PS5,6546,50,2025-10-01 07:56:22
10738,God of War,PS5,2208,112,2025-10-01 19:19:02
10739,God of War,PS5,3195,133,2025-10-01 22:32:20
10740,GTA V,PS4,2661,251,2025-10-01 08:27:33
10741,Spider-Man 2,PS4,7479,8,2025-10-01 19:23:53
10742,FIFA 25,PS4,2189,298,2025-10-01 07:48:24
10743,FIFA 25,PS4,3118,192,2025-10-01 10:36:01
10744,Spider-Man 2,PS5,2670,43,2025-10-01 21:07:35
10745,God of War,PS5,9726,51,2025-10-01 01:10:38
10746,GTA V,PS5,4373,241,2025-10-01 07:24:18
10747,Call of Duty,PS5,4842,270,2025-10-01 19:28:11
10748,GTA V,PS5,3357,283,2025-10-01 05:59:05
10749,FIFA 25,PS4,4608,143,2025-10-01 03:00:19
10750,Spider-Man 2,PS4,3291,295,2025-10-01 14:41:08
10751,God of War,PS4,2253,98,2025-10-01 07:17:23
10752,Call of Duty,PS5,2665,114,2025-10-01 00:12:51
10753,Horizon Zero Dawn,PS5,1667,20,2025-10-01 02:54:47
10754,FIFA 25,PS4,6549,273,2025-10-01 11:08:36
10755,Spider-Man 2,PS5,8432,290,2025-10-01 03:01:56
10756,Call of Duty,PS5,4426,56,2025-10-01 12:19:21
10757,Horizon Zero Dawn,PS4,8986,42,2025-10-01 09:14:15
10758,GTA V,PS5,7960,288,2025-10-01 23:47:13
10759,Call of Duty,PS5,4827,89,2025-10-01 21:26:29
10760,Call of Duty,PS5,2719,281,2025-10-01 23:24:12
10761,GTA V,PS5,5417,205,2025-10-01 03:02:47
10762,Call of Duty,PS5,8078,275,2025-10-01 13:45:11
10763,Horizon Zero Dawn,PS5,7895,215,2025-10-01 12:51:51
10764,GTA V,PS4,1411,156,2025-10-01 21:47:19
10765,GTA V,PS4,4747,81,2025-10-01 17:29:12
10766,Spider-Man 2,PS5,3370,108,2025-10-01 14:17:11
10767,GTA V,PS5,5997,55,2025-10-01 07:47:35
10768,Horizon Zero Dawn,PS5,1657,250,2025-10-01 14:52:55
10769,Horizon Zero Dawn,PS4,6720,260,2025-10-01 21:29:25
10770,Spider-Man 2,PS4,7296,21,2025-10-01 05:52:53
10771,God of War,PS5,5666,298,2025-10-01 16:22:38
10772,Call of Duty,PS5,1725,233,2025-10-01 02:08:26
10773,Spider-Man 2,PS4,4246,164,2025-10-01 06:37:24
10774,Spider-Man 2,PS4,1987,254,2025-10-01 13:50:07
10775,Call of Duty,PS5,7820,139,2025-10-01 03:09:08
10776,God of War,PS4,2787,12,2025-10-01 08:00:51
10777,Call of Duty,PS4,6981,225,2025-10-01 19:19:17
10778,GTA V,PS5,1033,110,2025-10-01 20:33:23
10779,FIFA 25,PS5,7254,110,2025-10-01 04:30:51
10780,Horizon Zero Dawn,PS4,1005,204,2025-10-01 01:20:54
10781,God of War,PS5,1854,116,2025-10-01 18:59:08
10782,Horizon Zero Dawn,PS4,4298,271,2025-10-01 01:37:37
10783,Horizon Zero Dawn,PS5,1597,224,2025-10-01 08:48:29
10784,Spider-Man 2,PS4,9925,230,2025-10-01 10:14:18
10785,God of War,PS4,5223,89,2025-10-01 17:24:18
10786,Horizon Zero Dawn,PS5,3378,220,2025-10-01 19:55:32
10787,GTA V,PS5,2606,245,2025-10-01 15:49:27
10788,Call of Duty,PS5,1037,77,2025-10-01 12:45:42
10789,Call of Duty,PS5,6421,52,2025-10-01 17:08:42
10790,Call of Duty,PS5,3206,223,2025-10-01 18:25:15
10791,Call of Duty,PS4,5127,153,2025-10-01 19:37:40
10792,Spider-Man 2,PS4,6157,70,2025-10-01 00:52:28
10793,GTA V,PS5,5614,142,2025-10-01 02:00:36
10794,GTA V,PS4,9935,78,2025-10-01 21:43:46
10795,GTA V,PS5,1438,285,2025-10-01 08:48:02
10796,Call of Duty,PS5,1389,169,2025-10-01 19:03:05
10797,GTA V,PS4,3530,151,2025-10-01 20:03:06
10798,Spider-Man 2,PS5,3051,235,2025-10-01 08:39:48
10799,GTA V,PS5,1645,157,2025-10-01 06:46:18
10800,God of War,PS4,5475,130,2025-10-01 01:08:17
10801,FIFA 25,PS5,9622,257,2025-10-01 12:19:13
10802,God of War,PS4,4581,216,2025-10-01 04:36:40
10803,Horizon Zero Dawn,PS5,8491,27,2025-10-01 21:10:34
10804,GTA V,PS4,9171,209,2025-10-01 18:36:28
10805,Spider-Man 2,PS5,9532,195,2025-10-01 19:29:20
10806,God of War,PS4,3569,204,2025-10-01 10:14:01
10807,GTA V,PS5,8285,216,2025-10-01 10:56:41
10808,God of War,PS5,3338,207,2025-10-01 18:50:10
10809,Call of Duty,PS5,3834,247,2025-10-01 13:20:16
10810,Horizon Zero Dawn,PS4,4195,94,2025-10-01 06:37:50
10811,FIFA 25,PS4,9143,267,2025-10-01 02:41:05
10812,GTA V,PS5,7285,131,2025-10-01 16:54:47
10813,Call of Duty,PS5,7770,124,2025-10-01 14:45:39
10814,FIFA 25,PS5,7842,275,2025-10-01 02:15:07
10815,Horizon Zero Dawn,PS5,3067,294,2025-10-01 14:33:38
10816,FIFA 25,PS5,2787,192,2025-10-01 08:26:05
10817,Horizon Zero Dawn,PS5,7064,91,2025-10-01 14:54:16
10818,GTA V,PS5,3004,173,2025-10-01 21:32:49
10819,God of War,PS5,4214,180,2025-10-01 03:46:57
10820,Spider-Man 2,PS5,7185,244,2025-10-01 10:18:40
10821,FIFA 25,PS4,7072,278,2025-10-01 15:23:20
10822,Spider-Man 2,PS4,6696,270,2025-10-01 23:59:51
10823,Spider-Man 2,PS5,2410,87,2025-10-01 07:58:13
10824,God of War,PS4,9880,73,2025-10-01 20:38:59
10825,Spider-Man 2,PS5,8337,230,2025-10-01 04:25:13
10826,Horizon Zero Dawn,PS4,2594,103,2025-10-01 07:22:13
10827,Horizon Zero Dawn,PS4,2755,99,2025-10-01 19:23:06
10828,GTA V,PS4,1724,236,2025-10-01 23:35:10
10829,FIFA 25,PS5,2683,80,2025-10-01 17:00:56
10830,Spider-Man 2,PS5,6948,266,2025-10-01 04:56:32
10831,GTA V,PS4,1070,288,2025-10-01 23:05:16
10832,Call of Duty,PS4,1585,291,2025-10-01 22:51:50
10833,Call of Duty,PS5,6360,122,2025-10-01 16:27:22
10834,GTA V,PS4,3555,212,2025-10-01 22:01:27
10835,Horizon Zero Dawn,PS5,2352,12,2025-10-01 02:31:34
10836,Spider-Man 2,PS4,5496,235,2025-10-01 22:30:40
10837,God of War,PS5,5894,269,2025-10-01 06:35:35
10838,God of War,PS5,1152,86,2025-10-01 18:13:35
10839,God of War,PS4,4104,58,2025-10-01 19:51:51
10840,Call of Duty,PS4,1131,208,2025-10-01 11:30:51
10841,Horizon Zero Dawn,PS5,4573,286,2025-10-01 03:25:16
10842,Spider-Man 2,PS4,8815,173,2025-10-01 10:54:34
10843,Call of Duty,PS4,7250,22,2025-10-01 09:27:56
10844,Call of Duty,PS5,8718,173,2025-10-01 16:31:02
10845,Horizon Zero Dawn,PS4,1557,233,2025-10-01 17:32:38
10846,FIFA 25,PS4,2323,273,2025-10-01 11:35:04
10847,Call of Duty,PS4,1978,252,2025-10-01 22:44:44
10848,GTA V,PS5,2471,155,2025-10-01 19:03:10
10849,GTA V,PS5,2997,14,2025-10-01 00:24:15
10850,God of War,PS5,8338,273,2025-10-01 00:27:28
10851,Horizon Zero Dawn,PS4,7200,213,2025-10-01 22:04:41
10852,Call of Duty,PS4,7779,85,2025-10-01 01:19:09
10853,Spider-Man 2,PS5,4536,290,2025-10-01 07:48:18
10854,Horizon Zero Dawn,PS5,5278,259,2025-10-01 00:22:17
10855,Spider-Man 2,PS4,3826,38,2025-10-01 21:19:20
10856,Call of Duty,PS4,9339,24,2025-10-01 20:06:13
10857,GTA V,PS5,7927,24,2025-10-01 08:49:13
10858,God of War,PS5,4011,37,2025-10-01 08:50:20
10859,GTA V,PS4,8932,153,2025-10-01 21:03:45
10860,Call of Duty,PS4,6960,181,2025-10-01 02:52:58
10861,God of War,PS5,7445,133,2025-10-01 14:08:26
10862,FIFA 25,PS5,6341,90,2025-10-01 02:27:50
10863,FIFA 25,PS5,8837,12,2025-10-01 08:17:40
10864,Call of Duty,PS4,7034,135,2025-10-01 05:22:40
10865,Call of Duty,PS4,9055,259,2025-10-01 19:12:49
10866,Horizon Zero Dawn,PS4,5640,286,2025-10-01 00:40:25
10867,Spider-Man 2,PS4,2204,264,2025-10-01 07:21:34
10868,GTA V,PS4,5013,109,2025-10-01 13:06:15
10869,GTA V,PS4,8251,72,2025-10-01 04:10:59
10870,God of War,PS5,7362,290,2025-10-01 19:58:41
10871,God of War,PS5,4448,131,2025-10-01 08:25:00
10872,FIFA 25,PS5,8699,177,2025-10-01 17:31:58
10873,Spider-Man 2,PS4,8800,178,2025-10-01 04:40:02
10874,Spider-Man 2,PS4,1625,59,2025-10-01 08:12:16
10875,Horizon Zero Dawn,PS5,2906,23,2025-10-01 19:11:09
10876,God of War,PS4,1626,139,2025-10-01 19:43:44
10877,FIFA 25,PS5,3316,205,2025-10-01 20:17:58
10878,God of War,PS4,5212,298,2025-10-01 15:50:38
10879,Call of Duty,PS5,4600,5,2025-10-01 21:17:44
10880,GTA V,PS4,2557,91,2025-10-01 02:42:24
10881,FIFA 25,PS5,2049,260,2025-10-01 09:06:50
10882,FIFA 25,PS4,8289,89,2025-10-01 06:07:45
10883,FIFA 25,PS5,4395,197,2025-10-01 10:59:22
10884,God of War,PS5,9718,80,2025-10-01 00:11:05
10885,GTA V,PS5,2431,253,2025-10-01 19:13:25
10886,Call of Duty,PS4,4982,142,2025-10-01 19:08:35
10887,God of War,PS4,7836,97,2025-10-01 08:49:20
10888,FIFA 25,PS5,2092,285,2025-10-01 10:42:35
10889,Spider-Man 2,PS4,9888,71,2025-10-01 02:29:20
10890,GTA V,PS5,2200,166,2025-10-01 20:16:37
10891,Spider-Man 2,PS5,5558,58,2025-10-01 14:00:26
10892,FIFA 25,PS5,5190,265,2025-10-01 11:42:51
10893,FIFA 25,PS5,2315,131,2025-10-01 07:56:15
10894,God of War,PS4,8588,45,2025-10-01 17:22:48
10895,Call of Duty,PS5,2171,138,2025-10-01 01:21:09
10896,God of War,PS4,1685,229,2025-10-01 16:44:00
10897,Horizon Zero Dawn,PS5,9115,56,2025-10-01 22:09:05
10898,FIFA 25,PS5,7641,72,2025-10-01 09:12:46
10899,GTA V,PS4,8764,174,2025-10-01 23:01:47
10900,GTA V,PS4,3956,124,2025-10-01 03:39:42
10901,GTA V,PS4,8465,134,2025-10-01 03:55:13
10902,Spider-Man 2,PS5,6804,244,2025-10-01 05:50:36
10903,Horizon Zero Dawn,PS4,5626,96,2025-10-01 10:53:09
10904,GTA V,PS4,1279,49,2025-10-01 17:18:23
10905,Horizon Zero Dawn,PS5,2036,285,2025-10-01 05:01:56
10906,FIFA 25,PS4,3626,211,2025-10-01 17:26:40
10907,GTA V,PS4,6750,195,2025-10-01 22:38:11
10908,God of War,PS4,6616,166,2025-10-01 08:06:56
10909,FIFA 25,PS4,4023,95,2025-10-01 18:26:42
10910,Spider-Man 2,PS5,9997,58,2025-10-01 11:07:31
10911,Horizon Zero Dawn,PS5,1044,285,2025-10-01 19:23:25
10912,Call of Duty,PS4,9449,52,2025-10-01 04:14:19
10913,Spider-Man 2,PS4,9417,104,2025-10-01 23:30:33
10914,Call of Duty,PS5,5520,87,2025-10-01 17:36:51
10915,Horizon Zero Dawn,PS5,3306,60,2025-10-01 14:01:08
10916,Horizon Zero Dawn,PS5,9627,218,2025-10-01 23:43:50
10917,GTA V,PS4,7938,17,2025-10-01 12:11:00
10918,Spider-Man 2,PS4,2704,251,2025-10-01 12:52:00
10919,God of War,PS4,7979,253,2025-10-01 15:15:21
10920,GTA V,PS5,6404,206,2025-10-01 00:56:08
10921,Horizon Zero Dawn,PS4,9570,104,2025-10-01 00:37:01
10922,GTA V,PS5,7155,262,2025-10-01 22:36:17
10923,Horizon Zero Dawn,PS5,9489,44,2025-10-01 11:17:12
10924,Spider-Man 2,PS5,6507,14,2025-10-01 14:03:41
10925,GTA V,PS4,4789,91,2025-10-01 18:14:37
10926,FIFA 25,PS5,4050,135,2025-10-01 10:35:59
10927,Spider-Man 2,PS5,3980,116,2025-10-01 14:16:34
10928,Horizon Zero Dawn,PS4,8295,146,2025-10-01 04:07:31
10929,GTA V,PS4,6370,188,2025-10-01 02:24:52
10930,God of War,PS4,5648,258,2025-10-01 09:56:13
10931,GTA V,PS4,7660,155,2025-10-01 23:23:09
10932,Horizon Zero Dawn,PS5,6471,246,2025-10-01 15:42:07
10933,GTA V,PS4,1966,202,2025-10-01 02:46:24
10934,Horizon Zero Dawn,PS4,3334,5,2025-10-01 18:03:52
10935,GTA V,PS5,6916,64,2025-10-01 18:02:17
10936,Call of Duty,PS5,5699,255,2025-10-01 14:32:51
10937,GTA V,PS5,6726,53,2025-10-01 05:08:14
10938,Horizon Zero Dawn,PS5,7149,278,2025-10-01 00:20:24
10939,Call of Duty,PS5,6378,116,2025-10-01 16:19:41
10940,Spider-Man 2,PS4,2539,212,2025-10-01 18:20:05
10941,God of War,PS5,3395,202,2025-10-01 09:59:47
10942,God of War,PS5,4303,93,2025-10-01 15:50:28
10943,Spider-Man 2,PS5,5303,241,2025-10-01 18:35:21
10944,God of War,PS4,9530,297,2025-10-01 05:13:17
10945,Call of Duty,PS4,3170,23,2025-10-01 13:42:19
10946,Spider-Man 2,PS5,8163,218,2025-10-01 12:47:01
10947,Spider-Man 2,PS5,8798,61,2025-10-01 16:55:58
10948,Spider-Man 2,PS4,8044,23,2025-10-01 08:08:45
10949,God of War,PS5,9932,80,2025-10-01 16:13:38
10950,Horizon Zero Dawn,PS5,4403,240,2025-10-01 17:18:15
10951,Call of Duty,PS4,3648,98,2025-10-01 07:00:30
10952,Horizon Zero Dawn,PS4,7625,21,2025-10-01 23:39:15
10953,GTA V,PS4,8305,127,2025-10-01 17:49:34
10954,Horizon Zero Dawn,PS4,3626,213,2025-10-01 18:36:16
10955,FIFA 25,PS5,6936,153,2025-10-01 10:24:31
10956,Spider-Man 2,PS5,7963,277,2025-10-01 19:21:11
10957,Spider-Man 2,PS5,9291,98,2025-10-01 14:24:42
10958,Call of Duty,PS5,1341,37,2025-10-01 23:25:21
10959,Spider-Man 2,PS5,8999,107,2025-10-01 23:26:17
10960,GTA V,PS5,8762,92,2025-10-01 05:20:39
10961,GTA V,PS5,7527,147,2025-10-01 10:42:42
10962,Call of Duty,PS4,6880,222,2025-10-01 16:17:39
10963,GTA V,PS4,9877,107,2025-10-01 11:26:09
10964,God of War,PS5,9187,278,2025-10-01 05:27:39
10965,FIFA 25,PS5,6786,23,2025-10-01 04:09:43
10966,GTA V,PS4,2039,143,2025-10-01 12:37:42
10967,Spider-Man 2,PS4,4739,255,2025-10-01 03:39:40
10968,GTA V,PS4,4245,202,2025-10-01 09:28:26
10969,FIFA 25,PS5,4857,299,2025-10-01 15:27:11
10970,God of War,PS5,5167,17,2025-10-01 05:26:39
10971,Call of Duty,PS4,3614,57,2025-10-01 13:13:53
10972,God of War,PS5,6651,113,2025-10-01 01:53:09
10973,Spider-Man 2,PS5,3073,198,2025-10-01 11:50:27
10974,Call of Duty,PS4,9907,224,2025-10-01 10:30:28
10975,GTA V,PS4,9341,272,2025-10-01 03:22:09
10976,Horizon Zero Dawn,PS4,2460,296,2025-10-01 18:49:49
10977,Call of Duty,PS4,5196,81,2025-10-01 02:24:04
10978,FIFA 25,PS4,4487,235,2025-10-01 14:54:21
10979,Spider-Man 2,PS4,6778,262,2025-10-01 00:56:51
10980,Call of Duty,PS4,1624,220,2025-10-01 11:45:34
10981,GTA V,PS5,6612,91,2025-10-01 13:06:22
10982,Call of Duty,PS5,3695,193,2025-10-01 15:53:24
10983,FIFA 25,PS5,6288,17,2025-10-01 05:02:29
10984,Horizon Zero Dawn,PS4,4234,163,2025-10-01 08:37:39
10985,God of War,PS5,3193,232,2025-10-01 08:07:42
10986,Spider-Man 2,PS5,7261,25,2025-10-01 13:38:09
10987,God of War,PS5,1325,255,2025-10-01 02:39:37
10988,God of War,PS4,2827,68,2025-10-01 06:06:03
10989,Horizon Zero Dawn,PS5,8854,120,2025-10-01 16:25:11
10990,GTA V,PS5,4145,246,2025-10-01 04:57:30
10991,Horizon Zero Dawn,PS4,7751,287,2025-10-01 22:54:20
10992,GTA V,PS4,1630,37,2025-10-01 11:58:10
10993,Call of Duty,PS5,1337,281,2025-10-01 05:05:23
10994,GTA V,PS5,8399,279,2025-10-01 06:26:45
10995,Horizon Zero Dawn,PS4,5079,198,2025-10-01 00:36:17
10996,Spider-Man 2,PS4,9805,78,2025-10-01 19:58:48
10997,Call of Duty,PS4,6152,149,2025-10-01 00:46:51
10998,Call of Duty,PS4,2932,280,2025-10-01 13:59:45
10999,Horizon Zero Dawn,PS4,5417,113,2025-10-01 15:50:52
11000,Call of Duty,PS5,4521,195,2025-10-01 23:48:22
11001,Call of Duty,PS5,4342,117,2025-10-01 18:24:34
11002,FIFA 25,PS5,2015,15,2025-10-01 04:17:29
11003,God of War,PS5,5263,95,2025-10-01 20:44:21
11004,GTA V,PS5,4074,152,2025-10-01 07:56:40
11005,FIFA 25,PS4,3649,6,2025-10-01 21:53:05
11006,God of War,PS5,8805,99,2025-10-01 18:22:44
11007,Spider-Man 2,PS4,7567,185,2025-10-01 10:51:17
11008,FIFA 25,PS5,5309,109,2025-10-01 04:07:44
11009,Horizon Zero Dawn,PS4,9934,28,2025-10-01 10:20:34
11010,FIFA 25,PS5,4149,239,2025-10-01 04:11:40
11011,FIFA 25,PS4,4911,67,2025-10-01 15:04:41
11012,FIFA 25,PS4,9893,122,2025-10-01 19:44:54
11013,GTA V,PS5,9692,259,2025-10-01 10:22:26
11014,Horizon Zero Dawn,PS4,7941,222,2025-10-01 11:00:16
11015,God of War,PS5,3577,51,2025-10-01 15:29:40
11016,Horizon Zero Dawn,PS5,4466,243,2025-10-01 09:43:50
11017,Spider-Man 2,PS4,6577,167,2025-10-01 01:44:01
11018,GTA V,PS4,3171,194,2025-10-01 06:13:25
11019,FIFA 25,PS5,6010,272,2025-10-01 13:08:36
11020,Horizon Zero Dawn,PS4,5354,120,2025-10-01 04:37:54
11021,Call of Duty,PS5,9790,269,2025-10-01 13:57:59
11022,FIFA 25,PS5,2131,271,2025-10-01 12:38:48
11023,GTA V,PS5,7555,173,2025-10-01 15:41:45
11024,Spider-Man 2,PS5,5702,172,2025-10-01 18:05:44
11025,Horizon Zero Dawn,PS4,4099,46,2025-10-01 05:13:11
11026,Spider-Man 2,PS5,9507,217,2025-10-01 18:13:09
